Gestion;Mes;Nivel_de_Administracion;Institucion;Fuente_de_Financiamiento;Grupo_de_Gasto;Objeto_de_Gasto; Aprobado ; Vigente ; Ejecutado_del_Mes ; Ejecutado_Acumulado ; Saldo_Disponible ; %_de_Ejecucion,,,,,,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33500 - Libros,Revistas y Periodicos; 5,000 ; 5,000 ; -   ; -   ; 5,000 ; -,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;34200 - Articulos de Cuero; 9,000 ; 9,000 ; -   ; -   ; 9,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;34400 - Llantas y Camaras de Aire; 115,000 ; 115,000 ; -   ; -   ; 115,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35100 - Productos Quimicos; 110,000 ; 110,000 ; -   ; -   ; 110,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35500 - Tintas,Pinturas y Colorantes; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35610 - Gasolina; 550,000 ; 550,000 ; -   ; -   ; 550,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35620 - Diesel; 755,000 ; 755,000 ; -   ; -   ; 755,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35650 - Aceites y Grasas Lubricantes; 106,000 ; 106,000 ; -   ; -   ; 106,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35800 - Productos de Material Plastico; 66,757 ; 66,757 ; -   ; -   ; 66,757 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36100 - Productos Ferrosos; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36200 - Productos no Ferrosos; 2,000 ; 2,000 ; -   ; -   ; 2,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36300 - Estructuras Metalicas Acabadas; 172,000 ; 172,000 ; -   ; -   ; 172,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36400 - Herramientas Menores; 37,000 ; 37,000 ; -   ; -   ; 37,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36500 - Material de Guerra y Seguridad; 5,000 ; 5,000 ; -   ; -   ; 5,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36920 - Accesorios de Metal; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36930 - Elementos de Ferreteria; 6,579 ; 6,579 ; -   ; -   ; 6,579 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;37200 - Productos de Vidrio; 66,842 ; 66,842 ; -   ; -   ; 66,842 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;37400 - Productos de Cemento,Asbesto y Yeso; 5,000 ; 5,000 ; -   ; -   ; 5,000 ; -,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;37500 - Cemento,Cal y Yeso; 2,500 ; 2,500 ; -   ; -   ; 2,500 ; -,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;38400 - Piedra,Arcilla y Arena; 2,500 ; 2,500 ; -   ; -   ; 2,500 ; -,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39100 - Elementos de Limpieza y Aseo Personal; 50,738 ; 50,738 ; -   ; -   ; 50,738 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39200 - Utiles de Escritorio,Oficina y Ensenanza; 108,823 ; 108,823 ; -   ; -   ; 108,823 ; -,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39300 - Utiles y Materiales Electricos; 12,000 ; 12,000 ; -   ; -   ; 12,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39400 - Utensilios de Cocina y Comedor; 17,000 ; 17,000 ; -   ; -   ; 17,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39510 - Instrumental Medico Quirurgico Menor; 25,000 ; 25,000 ; -   ; -   ; 25,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39520 - Instrumental y Material para Laboratorio; 25,000 ; 25,000 ; -   ; -   ; 25,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39530 - Material Medico Quirurgico Menor; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39600 - Repuestos y Accesorios; 468,549 ; 468,549 ; -   ; -   ; 468,549 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;40000 - BIENES CAPITALIZABLES;42110 - Muebles Varios de Oficina; 450,600 ; 450,600 ; -   ; -   ; 450,600 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;40000 - BIENES CAPITALIZABLES;42600 - Equipos para Computacion; 450,600 ; 450,600 ; -   ; -   ; 450,600 ; -,,,
2018;Enero;Administracion Central;0150 - Secretaria de Energia,Recursos Naturales,Ambiente y Minas;12 - Recursos Propios;50000 - TRANSFERENCIAS Y DONACIONES;51230 - Otras Transferencias; 5530,000 ; 5530,000 ; -   ; -   ; 5530,000 ; -,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12100 - Sueldos Basicos; 3000,000 ; 3000,000 ; -   ; -   ; 3000,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12410 - Decimotercer Mes; 250,000 ; 250,000 ; -   ; -   ; 250,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12420 - Decimocuarto Mes; 250,000 ; 250,000 ; -   ; -   ; 250,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12550 - Contribuciones para Seguro Social; 100,000 ; 100,000 ; -   ; -   ; 100,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12910 - Contratos Especiales; 23752,000 ; 23752,000 ; -   ; -   ; 23752,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;21100 - Energia Electrica; 120,000 ; 120,000 ; -   ; -   ; 120,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;21200 - Agua; 36,000 ; 36,000 ; -   ; -   ; 36,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;21410 - Correo Postal; 1,300 ; 1,300 ; -   ; -   ; 1,300 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;21420 - Telefonia Fija; 36,000 ; 36,000 ; -   ; -   ; 36,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;22100 - Alquiler de Edificios,Viviendas y Locales; 1410,000 ; 1410,000 ; -   ; -   ; 1410,000 ; -,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;22220 - Alquiler de Equipos de Transporte,Traccion y Elevacion; 25,000 ; 25,000 ; -   ; -   ; 25,000 ; -,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;22260 - Alquiler de Equipo de Oficina y Muebles; 35,000 ; 35,000 ; -   ; -   ; 35,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23100 - Mantenimiento y Reparacion de Edificios y Locales; 100,000 ; 100,000 ; -   ; -   ; 100,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23360 - Mantenimiento y Reparacion de Equipo de Oficina y Muebles; 80,000 ; 80,000 ; -   ; -   ; 80,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23500 - Limpieza,Aseo y Fumigacion; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;24300 - Servicios Juridicos; 720,000 ; 720,000 ; -   ; -   ; 720,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;24500 - Servicios de Capacitacion; 1200,000 ; 1200,000 ; -   ; -   ; 1200,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;24710 - Servicios de Consultoria de Gestion Administrativa,Financiera y Actividades Conexas; 9500,000 ; 9500,000 ; -   ; -   ; 9500,000 ; -,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25300 - Servicio de Imprenta,Publicaciones y Reproducciones; 600,000 ; 600,000 ; -   ; -   ; 600,000 ; -,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25400 - Primas y Gastos de Seguro; 250,000 ; 250,000 ; -   ; -   ; 250,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25700 - Servicio de Internet; 250,000 ; 250,000 ; -   ; -   ; 250,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25900 - Otros Servicios Comerciales y Financieros; 1718,189 ; 1718,189 ; -   ; -   ; 1718,189 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;26110 - Pasajes Nacionales; 100,000 ; 100,000 ; -   ; -   ; 100,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;26120 - Pasajes al Exterior; 200,000 ; 200,000 ; -   ; -   ; 200,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;26210 - Viaticos Nacionales; 200,000 ; 200,000 ; -   ; -   ; 200,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;26220 - Viaticos al Exterior; 300,000 ; 300,000 ; -   ; -   ; 300,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;29100 - Ceremonial y Protocolo; 60,000 ; 60,000 ; -   ; -   ; 60,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;29200 - Servicios de Vigilancia; 360,000 ; 360,000 ; -   ; -   ; 360,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;31100 - Alimentos y Bebidas para Personas; 30,000 ; 30,000 ; -   ; -   ; 30,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;31420 - Productos Forestales; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;31500 - Madera,Corcho y sus Manufacturas; 16,000 ; 16,000 ; -   ; -   ; 16,000 ; -,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;32200 - Confecciones Textiles; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;32310 - Prendas de Vestir; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33100 - Papel de Escritorio; 30,000 ; 30,000 ; -   ; -   ; 30,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33300 - Productos de Artes Graficas; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33400 - Productos de Papel y Carton; 30,000 ; 30,000 ; -   ; -   ; 30,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33500 - Libros,Revistas y Periodicos; 8,500 ; 8,500 ; -   ; -   ; 8,500 ; -,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35210 - Productos Farmaceuticos y Medicinales Varios; 5,000 ; 5,000 ; -   ; -   ; 5,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35400 - Insecticidas,Fumigantes y Otros; 2,500 ; 2,500 ; -   ; -   ; 2,500 ; -,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35500 - Tintas,Pinturas y Colorantes; 30,000 ; 30,000 ; -   ; -   ; 30,000 ; -,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35800 - Productos de Material Plastico; 1,500 ; 1,500 ; -   ; -   ; 1,500 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;37200 - Productos de Vidrio; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39100 - Elementos de Limpieza y Aseo Personal; 25,000 ; 25,000 ; -   ; -   ; 25,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39200 - Utiles de Escritorio,Oficina y Ensenanza; 35,000 ; 35,000 ; -   ; -   ; 35,000 ; -,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39600 - Repuestos y Accesorios; 35,000 ; 35,000 ; -   ; -   ; 35,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;40000 - BIENES CAPITALIZABLES;42110 - Muebles Varios de Oficina; 65,000 ; 65,000 ; -   ; -   ; 65,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;40000 - BIENES CAPITALIZABLES;42120 - Equipos Varios de Oficina; 65,000 ; 65,000 ; -   ; -   ; 65,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;40000 - BIENES CAPITALIZABLES;42800 - Herramientas Mayores; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;40000 - BIENES CAPITALIZABLES;45100 - Aplicaciones Informaticas; 2100,000 ; 2100,000 ; -   ; -   ; 2100,000 ; -,,,,,
2018;Enero;Administracion Central;0153 - Comision Reguladora de Energia Electrica;12 - Recursos Propios;50000 - TRANSFERENCIAS Y DONACIONES;53310 - Transferencias  a Organismos Internacionales - Cuotas Ordinarias; 250,000 ; 250,000 ; -   ; -   ; 250,000 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11100 - Sueldos Basicos; 5503,820 ; 5503,820 ; 449,251 ; 449,251 ; 5054,569 ; 8.2,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11510 - Decimotercer Mes; 458,652 ; 458,652 ; -   ; -   ; 458,652 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11520 - Decimocuarto Mes; 458,652 ; 458,652 ; -   ; -   ; 458,652 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11600 - Complementos; 458,652 ; 458,652 ; 114,584 ; 114,584 ; 344,068 ; 25.0,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11710 - Contribuciones al Instituto Nacional de Jubilaciones y Pensiones de los Empleados y Funcionarios del; 798,053 ; 798,053 ; 56,780 ; 56,780 ; 741,273 ; 7.1,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11750 - Contribuciones para Seguro Social; 297,166 ; 297,166 ; 20,591 ; 20,591 ; 276,575 ; 6.9,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;16200 - Compensaciones; 2000,000 ; 2000,000 ; -   ; -   ; 2000,000 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21100 - Energia Electrica; 36,000 ; 36,000 ; 3,838 ; 3,838 ; 32,162 ; 10.7,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21200 - Agua; 40,000 ; 40,000 ; 1,970 ; 1,970 ; 38,030 ; 4.9,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21420 - Telefonia Fija; 42,000 ; 42,000 ; 2,237 ; 2,237 ; 39,763 ; 5.3,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;22100 - Alquiler de Edificios,Viviendas y Locales; 300,000 ; 300,000 ; -   ; -   ; 300,000 ; -,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23600 - Mantenimiento de Sistemas Informaticos; 12,000 ; 12,000 ; -   ; -   ; 12,000 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25700 - Servicio de Internet; 48,000 ; 48,000 ; -   ; -   ; 48,000 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;26210 - Viaticos Nacionales; 200,000 ; 200,000 ; -   ; -   ; 200,000 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;29100 - Ceremonial y Protocolo; 144,790 ; 144,790 ; -   ; -   ; 144,790 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;32310 - Prendas de Vestir; 15,000 ; 15,000 ; -   ; -   ; 15,000 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33100 - Papel de Escritorio; 6,000 ; 6,000 ; -   ; -   ; 6,000 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33300 - Productos de Artes Graficas; 12,000 ; 12,000 ; -   ; -   ; 12,000 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39100 - Elementos de Limpieza y Aseo Personal; 15,000 ; 15,000 ; -   ; -   ; 15,000 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39200 - Utiles de Escritorio,Oficina y Ensenanza; 20,000 ; 20,000 ; -   ; -   ; 20,000 ; -,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39600 - Repuestos y Accesorios; 834 ; 834 ; -   ; -   ; 834 ; -,,,,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;42600 - Equipos para Computacion; 120,000 ; 120,000 ; -   ; -   ; 120,000 ; -,,,,,
2018;Enero;Administracion Central;0161 - Centro de la Cultura Garinagu de Honduras;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;45100 - Aplicaciones Informaticas; 40,000 ; 40,000 ; -   ; -   ; 40,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11100 - Sueldos Basicos; 291693,960 ; 291693,960 ; 23450,824 ; 23450,824 ; 268243,136 ; 8.0,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11510 - Decimotercer Mes; 24307,830 ; 24307,830 ; -   ; -   ; 24307,830 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11520 - Decimocuarto Mes; 24307,830 ; 24307,830 ; -   ; -   ; 24307,830 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11600 - Complementos; 25436,366 ; 25436,366 ; -   ; -   ; 25436,366 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11710 - Contribuciones al Instituto Nacional de Jubilaciones y Pensiones de los Empleados y Funcionarios del; 42295,624 ; 42295,624 ; 3288,292 ; 3288,292 ; 39007,332 ; 7.8,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11750 - Contribuciones para Seguro Social; 8840,337 ; 8840,337 ; 656,683 ; 656,683 ; 8183,654 ; 7.4,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;12100 - Sueldos Basicos; 6266,100 ; 6266,100 ; -   ; -   ; 6266,100 ; -,,,,,
